Commodity,Arrival_Date,price,min_price,max_price,n_varieties_reported
Onion,2013-07-01,1690.0,811.0,1747.0,1
Onion,2013-07-02,1725.0,850.0,1800.0,1
Onion,2013-07-03,1701.0,900.0,1792.0,1
Onion,2013-07-04,1850.0,1000.0,1896.0,1
Onion,2013-07-05,1890.0,1100.0,1972.0,1
Onion,2013-07-09,1975.0,1100.0,2116.0,1
Onion,2013-07-10,1850.0,1100.0,2000.0,1
Onion,2013-07-11,1880.0,1200.0,2009.0,1
Onion,2013-07-12,1940.0,1000.0,2021.0,1
Onion,2013-07-15,2225.0,1500.0,2361.0,1
Onion,2013-07-16,2375.0,1500.0,2500.0,1
Onion,2013-07-17,2500.0,1400.0,2633.0,1
Onion,2013-07-18,2375.0,1100.0,2589.0,1
Onion,2013-07-23,2275.0,1400.0,2436.0,1
Onion,2013-07-24,2325.0,2000.0,2440.0,1
Onion,2013-07-25,2210.0,1300.0,2388.0,1
Onion,2013-07-26,2250.0,1100.0,2361.0,1
Onion,2013-07-29,2270.0,1400.0,2389.0,1
Onion,2013-07-30,2330.0,1400.0,2495.0,1
Onion,2013-07-31,2401.0,1500.0,2543.0,1
Onion,2013-08-01,2401.0,1500.0,2543.0,1
Onion,2013-08-02,2650.0,1600.0,2727.0,1
Onion,2013-08-05,3000.0,2000.0,3206.0,1
Onion,2013-08-07,2970.0,1700.0,3175.0,1
Onion,2013-08-08,3425.0,1900.0,3570.0,1
Onion,2013-08-12,4350.0,2200.0,4620.0,1
Onion,2013-08-13,4500.0,2000.0,4725.0,1
Onion,2013-08-14,4700.0,1750.0,4875.0,1
Onion,2013-08-16,4201.0,1800.0,4416.0,1
Onion,2013-08-17,4201.0,2900.0,4451.0,1
Onion,2013-08-19,3601.0,1500.0,3816.0,1
Onion,2013-08-20,3711.0,1901.0,3829.0,1
Onion,2013-08-21,4100.0,1700.0,4322.0,1
Onion,2013-08-22,4040.0,2000.0,4306.0,1
Onion,2013-08-23,4100.0,2100.0,4377.0,1
Onion,2013-08-24,4001.0,4001.0,4001.0,1
Onion,2013-08-26,3900.0,1700.0,4369.0,1
Onion,2013-08-27,3350.0,1500.0,3681.0,1
Onion,2013-08-29,3500.0,2000.0,3856.0,1
Onion,2013-08-30,3600.0,1900.0,4091.0,1
Onion,2013-09-03,4300.0,2000.0,4568.0,1
Onion,2013-09-04,4225.0,2000.0,4480.0,1
Onion,2013-09-06,4300.0,1000.0,4621.0,1
Onion,2013-09-07,4311.0,4311.0,4311.0,1
Onion,2013-09-10,4301.0,1900.0,4641.0,1
Onion,2013-09-11,4500.0,2800.0,4716.0,1
Onion,2013-09-12,4451.0,2900.0,4663.0,1
Onion,2013-09-13,4801.0,2500.0,5016.0,1
Onion,2013-09-16,5151.0,3000.0,5700.0,1
Onion,2013-09-17,5501.0,3100.0,5841.0,1
Onion,2013-09-19,5201.0,3000.0,5626.0,1
Onion,2013-09-23,3150.0,1150.0,3256.0,2
Onion,2013-09-24,4901.0,1500.0,5020.0,1
Onion,2013-09-26,4550.0,2001.0,4981.0,1
Onion,2013-09-27,2801.0,2801.0,2801.0,1
Onion,2013-09-30,2400.5,1100.5,3166.0,2
Onion,2013-10-01,2610.5,1250.5,2745.0,2
Onion,2013-10-03,2812.5,1550.0,3285.0,2
Onion,2013-10-07,3150.5,1600.5,3606.0,2
Onion,2013-10-08,3401.0,2076.0,3506.5,2
Onion,2013-10-09,3350.0,1800.5,3816.5,2
Onion,2013-10-10,1656.0,1656.0,1656.0,1
Onion,2013-10-14,4350.0,1500.0,4976.0,2
Onion,2013-10-15,4400.0,1750.5,4753.5,2
Onion,2013-10-18,5050.0,1750.5,5307.0,2
Onion,2013-10-21,4150.0,1950.0,5355.5,2
Onion,2013-10-22,4625.0,2150.0,5326.5,2
Onion,2013-10-23,4651.0,1800.0,5392.5,2
Onion,2013-10-24,4600.0,1650.0,5276.0,2
Onion,2013-10-25,4775.0,1950.5,5235.5,2
Onion,2013-10-28,3950.5,1800.0,4650.0,2
Onion,2013-10-29,4650.0,2050.0,5036.5,2
Onion,2013-10-30,4150.0,2400.5,4434.0,2
Onion,2013-10-31,4100.0,2250.0,4565.0,2
Onion,2013-11-06,4201.0,3000.0,4402.0,1
Onion,2013-11-11,4176.0,2201.0,4851.5,2
Onion,2013-11-12,3600.0,1000.0,3831.0,1
Onion,2013-11-13,3200.0,1000.0,4098.0,1
Onion,2013-11-14,3300.0,1501.0,3862.0,1
Onion,2013-11-15,2700.0,1000.0,3807.0,1
Onion,2013-11-18,2750.0,1001.0,3242.0,1
Onion,2013-11-19,2800.0,1500.0,3652.0,1
Onion,2013-11-20,1932.5,850.0,2213.5,2
Onion,2013-11-21,3150.0,1500.0,3714.0,1
Onion,2013-11-22,2500.0,1500.0,3290.0,1
Onion,2013-11-25,2400.0,1500.0,3260.0,1
Onion,2013-11-26,2000.0,1001.0,3320.0,1
Onion,2013-11-27,1900.0,1000.0,3042.0,1
Onion,2013-11-28,1800.0,1001.0,3001.0,1
Onion,2013-11-29,1700.0,1000.0,2905.0,1
Onion,2013-12-03,1751.0,1000.0,2515.0,1
Onion,2013-12-04,1800.0,1000.0,2716.0,1
Onion,2013-12-05,1725.0,1000.0,2601.0,1
Onion,2013-12-06,1851.0,1000.0,2255.0,1
Onion,2013-12-09,1851.0,1100.0,2151.0,1
Onion,2013-12-10,1750.0,1001.0,2295.0,1
Onion,2013-12-11,1551.0,1001.0,1892.0,1
Onion,2013-12-12,1325.0,1000.0,1851.0,1
Onion,2013-12-13,1200.0,1000.0,1630.0,1
Onion,2013-12-16,1120.0,1000.0,1261.0,1
Onion,2013-12-17,1170.0,1000.0,1262.0,1
Onion,2013-12-18,960.0,901.0,1261.0,1
Onion,2013-12-19,1200.0,1000.0,1325.0,1
Onion,2013-12-20,1100.0,1001.0,1401.0,1
Onion,2013-12-21,1125.0,900.0,1246.0,1
Onion,2013-12-23,950.0,800.0,1116.0,1
Onion,2013-12-24,990.0,801.0,1301.0,1
Onion,2013-12-26,990.0,800.0,1340.0,1
Onion,2013-12-27,1011.0,800.0,1371.0,1
Onion,2013-12-30,1201.0,801.0,1441.0,1
Onion,2013-12-31,1200.0,1100.0,1378.0,1
Onion,2014-01-02,1170.0,1000.0,1480.0,1
Onion,2014-01-03,1175.0,900.0,1451.0,1
Onion,2014-01-04,1175.0,1000.0,1441.0,1
Onion,2014-01-06,1125.0,900.0,1404.0,1
Onion,2014-01-07,1125.0,900.0,1451.0,1
Onion,2014-01-08,1100.0,901.0,1341.0,1
Onion,2014-01-09,950.0,800.0,1361.0,1
Onion,2014-01-10,950.0,600.0,1299.0,1
Onion,2014-01-11,950.0,700.0,1201.0,1
Onion,2014-01-13,960.0,671.0,1225.0,1
Onion,2014-01-15,860.0,700.0,1178.0,1
Onion,2014-01-16,825.0,651.0,1211.0,1
Onion,2014-01-17,900.0,700.0,1191.0,1
Onion,2014-01-18,950.0,750.0,1080.0,1
Onion,2014-01-20,975.0,750.0,1175.0,1
Onion,2014-01-21,925.0,800.0,1155.0,1
Onion,2014-01-22,920.0,800.0,1137.0,1
Onion,2014-01-23,925.0,700.0,1176.0,1
Onion,2014-01-24,912.5,600.0,1089.5,2
Onion,2014-01-25,900.0,700.0,1030.0,1
Onion,2014-01-27,940.0,800.0,1075.0,1
Onion,2014-01-28,900.0,700.0,1010.0,1
Onion,2014-01-29,930.0,700.0,1061.0,1
Onion,2014-01-31,900.0,700.0,1027.0,1
Onion,2014-02-01,875.0,600.0,978.0,1
Onion,2014-02-03,840.0,600.0,957.0,1
Onion,2014-02-04,800.0,526.0,871.0,1
Onion,2014-02-05,695.5,450.0,811.5,2
Onion,2014-02-06,720.5,450.0,879.5,2
Onion,2014-02-07,735.0,500.0,874.0,1
Onion,2014-02-10,625.0,400.0,751.0,1
Onion,2014-02-11,680.0,450.0,800.5,2
Onion,2014-02-12,640.0,400.0,748.0,1
Onion,2014-02-14,645.5,450.0,731.0,2
Onion,2014-02-15,626.0,450.0,746.0,2
Onion,2014-02-17,586.0,425.5,709.0,2
Onion,2014-02-18,707.5,550.0,766.0,2
Onion,2014-02-20,767.5,436.0,822.0,2
Onion,2014-02-21,780.0,550.5,863.0,2
Onion,2014-02-22,765.0,550.0,852.5,2
Onion,2014-02-24,887.5,550.0,933.5,2
Onion,2014-02-25,895.0,550.5,945.5,2
Onion,2014-02-26,797.5,425.0,872.0,2
Onion,2014-04-03,737.5,250.0,949.5,2
Onion,2014-04-04,737.5,250.0,993.5,2
Onion,2014-04-05,725.0,250.0,913.0,2
Onion,2014-04-07,750.0,350.0,1027.0,2
Onion,2014-04-09,725.0,250.0,957.0,2
Onion,2014-04-10,725.0,401.0,1201.0,1
Onion,2014-04-16,910.0,401.0,1401.0,1
Onion,2014-04-17,925.0,301.0,1391.0,1
Onion,2014-04-19,900.0,350.0,1400.0,1
Onion,2014-04-21,960.0,251.0,1411.0,1
Onion,2014-04-25,975.0,301.0,1490.0,1
Onion,2014-04-26,900.0,300.0,1471.0,1
Onion,2014-04-28,975.0,250.0,1641.0,1
Onion,2014-04-30,950.0,251.0,1593.0,1
Onion,2014-05-02,1000.0,301.0,1513.0,1
Onion,2014-05-05,950.0,300.0,1542.0,1
Onion,2014-05-06,950.0,250.0,1451.0,1
Onion,2014-05-07,910.0,200.0,1400.0,1
Onion,2014-05-08,940.0,250.0,1202.0,1
Onion,2014-05-12,1025.0,300.0,1401.0,1
Onion,2014-05-13,1050.0,300.0,1603.0,1
Onion,2014-05-15,1050.0,300.0,1556.0,1
Onion,2014-05-16,1000.0,300.0,1520.0,1
Onion,2014-05-17,1000.0,300.0,1490.0,1
Onion,2014-05-20,1050.0,400.0,1426.0,1
Onion,2014-05-21,975.0,250.0,1482.0,1
Onion,2014-05-22,950.0,251.0,1501.0,1
Onion,2014-05-23,950.0,301.0,1452.0,1
Onion,2014-05-26,925.0,300.0,1524.0,1
Onion,2014-05-27,1025.0,400.0,1426.0,1
Onion,2014-05-28,1025.0,400.0,1426.0,1
Onion,2014-05-29,1000.0,400.0,1437.0,1
Onion,2014-05-30,975.0,250.0,1500.0,1
Onion,2014-06-05,1200.0,400.0,1661.0,1
Onion,2014-06-09,1401.0,401.0,1816.0,1
Onion,2014-06-10,1375.0,401.0,1762.0,1
Onion,2014-06-11,1250.0,350.0,1661.0,1
Onion,2014-06-12,1300.0,400.0,1668.0,1
Onion,2014-06-18,1325.0,300.0,1861.0,1
Onion,2014-06-19,1351.0,400.0,1758.0,1
Onion,2014-06-20,1360.0,400.0,1795.0,1
Onion,2014-06-21,1360.0,400.0,1701.0,1
Onion,2014-06-23,1425.0,400.0,1723.0,1
Onion,2014-06-24,1500.0,600.0,1801.0,1
Onion,2014-06-25,1625.0,800.0,2011.0,1
Onion,2014-06-26,1750.0,800.0,2157.0,1
Onion,2014-06-28,2000.0,800.0,2264.0,1
Onion,2014-06-30,1930.0,900.0,2381.0,1
Onion,2014-07-01,1850.0,1000.0,2361.0,1
Onion,2014-07-02,2011.0,900.0,2400.0,1
Onion,2014-07-03,1875.0,1000.0,2328.0,1
Onion,2014-07-04,2015.0,1000.0,2370.0,1
Onion,2014-07-05,2100.0,900.0,2451.0,1
Onion,2014-07-07,2150.0,1100.0,2491.0,1
Onion,2014-07-08,2160.0,1100.0,2626.0,1
Onion,2014-07-10,1875.0,1000.0,2392.0,1
Onion,2014-07-12,1850.0,900.0,2261.0,1
Onion,2014-07-14,1851.0,1000.0,2242.0,1
Onion,2014-07-15,1900.0,1000.0,2340.0,1
Onion,2014-07-16,2000.0,1000.0,2459.0,1
Onion,2014-07-17,2015.0,1100.0,2478.0,1
Onion,2014-07-18,1875.0,1100.0,2380.0,1
Onion,2014-07-19,1851.0,1000.0,2351.0,1
Onion,2014-07-21,1750.0,1000.0,2261.0,1
Onion,2014-07-22,1800.0,900.0,2260.0,1
Onion,2014-07-23,1800.0,900.0,2222.0,1
Onion,2014-07-24,1800.0,900.0,2151.0,1
Onion,2014-07-25,1750.0,700.0,2171.0,1
Onion,2014-07-28,1725.0,900.0,2190.0,1
Onion,2014-07-30,1750.0,900.0,2151.0,1
Onion,2014-07-31,1700.0,600.0,2091.0,1
Onion,2014-08-02,1725.0,900.0,2076.0,1
Onion,2014-08-12,3951.0,1500.0,4005.0,1
Onion,2014-08-16,1725.0,900.0,2023.0,1
Onion,2014-09-11,1475.0,500.0,1954.0,1
Onion,2014-09-12,1475.0,500.0,1953.0,1
Onion,2014-10-13,1600.0,600.0,1963.0,1
Onion,2014-10-28,1751.0,605.5,1968.0,2
Onion,2014-10-29,1751.0,700.0,2125.0,1
Onion,2014-10-31,1475.0,875.5,1703.5,2
Onion,2014-11-01,1131.0,720.5,1471.5,2
Onion,2014-11-03,1418.0,725.5,1592.0,2
Onion,2014-11-05,1422.5,1035.0,1602.5,2
Onion,2014-11-07,1538.0,700.5,1696.5,2
Onion,2014-11-08,1460.0,700.0,1601.5,2
Onion,2014-11-10,1462.5,800.0,1617.5,2
Onion,2014-11-11,1387.5,700.0,1593.5,2
Onion,2014-11-12,1462.5,700.0,1613.5,2
Onion,2014-11-15,1355.5,800.0,1601.0,2
Onion,2014-11-17,1462.5,850.0,1684.5,2
Onion,2014-11-24,1487.5,950.0,1638.5,2
Onion,2014-11-25,1385.0,900.0,1636.0,2
Onion,2014-11-26,1400.0,950.0,1666.5,2
Onion,2014-11-27,1538.0,800.0,1631.0,2
Onion,2014-12-02,1350.0,700.0,1611.0,2
Onion,2014-12-03,1387.5,700.0,1616.0,2
Onion,2014-12-04,1462.5,850.0,1654.0,2
Onion,2014-12-05,1437.5,850.0,1554.5,2
Onion,2014-12-06,1225.0,850.0,1467.0,2
Onion,2014-12-08,1387.5,850.0,1532.5,2
Onion,2014-12-15,1725.0,1300.0,1871.0,1
Onion,2014-12-22,1690.0,1200.0,1920.0,1
Onion,2014-12-23,1575.0,1100.0,1832.0,1
Onion,2014-12-24,1475.0,1100.0,1742.0,1
Onion,2014-12-26,1325.0,1000.0,1552.0,1
Onion,2014-12-27,1300.0,800.0,1571.0,1
Onion,2014-12-29,1425.0,800.0,1561.0,1
Onion,2014-12-30,1301.0,700.0,1558.0,1
Onion,2015-01-01,1300.0,600.0,1590.0,1
Onion,2015-01-02,1375.0,700.0,1569.0,1
Onion,2015-01-03,1301.0,500.0,1492.0,1
Onion,2015-01-05,1325.0,1000.0,1590.0,1
Onion,2015-01-06,1341.0,500.0,1674.0,1
Onion,2015-01-07,1325.0,700.0,1634.0,1
Onion,2015-01-08,1340.0,700.0,1576.0,1
Onion,2015-01-09,1275.0,700.0,1575.0,1
Onion,2015-01-12,1250.0,700.0,1550.0,1
Onion,2015-01-13,1260.0,500.0,1515.0,1
Onion,2015-01-14,1260.0,600.0,1518.0,1
Onion,2015-01-15,1250.0,500.0,1551.0,1
Onion,2015-01-17,1290.0,700.0,1571.0,1
Onion,2015-01-19,1300.0,900.0,1660.0,1
Onion,2015-01-20,4240.0,800.0,4499.0,1
Onion,2015-01-21,1050.0,600.0,1361.0,1
Onion,2015-01-22,1225.0,600.0,1551.0,1
Onion,2015-01-23,1260.0,500.0,1600.0,1
Onion,2015-01-24,1251.0,600.0,1502.0,1
Onion,2015-01-28,1275.0,700.0,1500.0,1
Onion,2015-01-29,1375.0,700.0,1590.0,1
Onion,2015-01-30,1425.0,700.0,1600.0,1
Onion,2015-01-31,1400.0,700.0,1610.0,1
Onion,2015-02-02,1500.0,900.0,1652.0,1
Onion,2015-02-03,1400.0,700.0,1652.0,1
Onion,2015-02-04,1470.0,700.0,1639.0,1
Onion,2015-02-05,1450.0,700.0,1751.0,1
Onion,2015-02-06,1450.0,700.0,1670.0,1
Onion,2015-02-07,1450.0,900.0,1600.0,1
Onion,2015-02-09,1400.0,700.0,1558.0,1
Onion,2015-02-10,1425.0,700.0,1609.0,1
Onion,2015-02-11,1490.0,1077.5,1643.0,2
Onion,2015-02-12,1550.0,700.0,1672.0,1
Onion,2015-02-13,1530.0,700.0,1612.0,1
Onion,2015-02-16,1530.0,700.0,1634.0,1
Onion,2015-02-23,1330.0,700.0,1481.0,1
Onion,2015-02-24,1310.0,600.0,1482.0,1
Onion,2015-02-25,1275.0,600.0,1466.0,1
Onion,2015-02-26,1270.0,700.0,1445.0,1
Onion,2015-02-27,1250.0,700.0,1451.0,1
Onion,2015-02-28,1225.0,700.0,1488.0,1
Onion,2015-03-02,1350.0,700.0,1491.0,1
Onion,2015-03-03,1250.0,700.0,1470.0,1
Onion,2015-03-04,1350.0,700.0,1501.0,1
Onion,2015-03-05,1325.0,700.0,1587.0,1
Onion,2015-03-07,1375.0,700.0,1507.0,1
Onion,2015-03-09,1350.0,700.0,1541.0,1
Onion,2015-03-12,1400.0,700.0,1580.0,1
Onion,2015-03-13,1325.0,800.0,1524.0,1
Onion,2015-03-17,1260.0,500.0,1490.0,1
Onion,2015-03-19,950.0,400.0,1400.0,1
Onion,2015-03-23,900.0,300.0,1155.0,1
Onion,2015-03-25,950.0,450.0,1241.5,2
Onion,2015-03-26,987.5,450.0,1302.5,2
Onion,2015-03-27,1050.5,400.0,1285.5,2
Onion,2015-04-06,1037.5,350.0,1323.0,2
Onion,2015-04-07,1037.5,450.0,1329.0,2
Onion,2015-04-08,1025.0,450.0,1295.0,2
Onion,2015-04-09,1012.5,400.0,1256.0,2
Onion,2015-04-10,1012.5,400.0,1231.0,2
Onion,2015-04-11,1025.0,450.0,1242.5,2
Onion,2015-04-13,1012.5,450.0,1287.0,2
Onion,2015-04-14,1030.0,500.0,1288.0,2
Onion,2015-04-15,1040.0,550.0,1258.5,2
Onion,2015-04-16,1012.5,550.0,1257.5,2
Onion,2015-04-17,925.0,400.0,1209.5,2
Onion,2015-04-20,925.0,350.0,1141.5,2
Onion,2015-04-23,1050.0,500.0,1399.0,1
Onion,2015-04-24,1025.0,300.0,1414.0,1
Onion,2015-04-25,1050.0,400.0,1431.0,1
Onion,2015-04-27,1100.0,600.0,1452.0,1
Onion,2015-04-28,1050.0,300.0,1441.0,1
Onion,2015-04-29,1050.0,400.0,1476.0,1
Onion,2015-04-30,1100.0,600.0,1470.0,1
Onion,2015-05-02,1101.0,400.0,1499.0,1
Onion,2015-05-05,1250.0,500.0,1600.0,1
Onion,2015-05-06,1275.0,700.0,1699.0,1
Onion,2015-05-07,1300.0,600.0,1700.0,1
Onion,2015-05-08,1200.0,700.0,1727.0,1
Onion,2015-05-09,1250.0,700.0,1625.0,1
Onion,2015-05-11,1100.0,600.0,1599.0,1
Onion,2015-05-12,1100.0,500.0,1611.0,1
Onion,2015-05-13,1100.0,500.0,1581.0,1
Onion,2015-05-14,1150.0,500.0,1556.0,1
Onion,2015-05-15,1200.0,500.0,1668.0,1
Onion,2015-05-16,1300.0,500.0,1625.0,1
Onion,2015-05-19,1100.0,600.0,1665.0,1
Onion,2015-05-20,1100.0,700.0,1680.0,1
Onion,2015-05-21,1125.0,500.0,1706.0,1
Onion,2015-05-22,1100.0,500.0,1705.0,1
Onion,2015-05-23,1150.0,500.0,1825.0,1
Onion,2015-05-25,1100.0,700.0,1700.0,1
Onion,2015-05-26,1175.0,700.0,1762.0,1
Onion,2015-05-27,1175.0,700.0,1781.0,1
Onion,2015-05-28,1250.0,700.0,1800.0,1
Onion,2015-05-29,1400.0,800.0,1836.0,1
Onion,2015-05-30,1500.0,700.0,1868.0,1
Onion,2015-06-03,1500.0,1000.0,1975.0,1
Onion,2015-06-04,1550.0,700.0,2000.0,1
Onion,2015-06-05,1550.0,500.0,2100.0,1
Onion,2015-06-06,1600.0,500.0,1960.0,1
Onion,2015-06-08,1700.0,1000.0,2180.0,1
Onion,2015-06-09,1700.0,700.0,2102.0,1
Onion,2015-06-10,1560.0,700.0,2100.0,1
Onion,2015-06-11,1550.0,700.0,2062.0,1
Onion,2015-06-13,1550.0,800.0,1980.0,1
Onion,2015-06-15,1550.0,800.0,2015.0,1
Onion,2015-06-17,1650.0,900.0,2031.0,1
Onion,2015-06-18,1550.0,700.0,1999.0,1
Onion,2015-06-19,1600.0,700.0,1962.0,1
Onion,2015-06-20,1600.0,700.0,2001.0,1
Onion,2015-06-22,1600.0,700.0,1955.0,1
Onion,2015-06-23,1550.0,700.0,1903.0,1
Onion,2015-06-24,1525.0,700.0,1900.0,1
Onion,2015-06-25,1550.0,700.0,1881.0,1
Onion,2015-06-26,1500.0,500.0,1892.0,1
Onion,2015-06-27,1500.0,700.0,1800.0,1
Onion,2015-06-29,1400.0,500.0,1921.0,1
Onion,2015-06-30,1450.0,700.0,1840.0,1
Onion,2015-07-01,1551.0,700.0,1922.0,1
Onion,2015-07-02,1575.0,500.0,1921.0,1
Onion,2015-07-03,1625.0,700.0,1900.0,1
Onion,2015-07-04,1525.0,700.0,1854.0,1
Onion,2015-07-06,1650.0,700.0,1901.0,1
Onion,2015-07-07,1650.0,700.0,1880.0,1
Onion,2015-07-08,1700.0,800.0,1971.0,1
Onion,2015-07-09,1725.0,900.0,1951.0,1
Onion,2015-07-10,1650.0,1000.0,1960.0,1
Onion,2015-07-11,1650.0,1000.0,1919.0,1
Onion,2015-07-13,1860.0,1300.0,2152.0,1
Onion,2015-07-14,2025.0,1500.0,2285.0,1
Onion,2015-07-15,2000.0,1400.0,2236.0,1
Onion,2015-07-17,1975.0,1200.0,2210.0,1
Onion,2015-07-20,2200.0,1500.0,2400.0,1
Onion,2015-07-21,2460.0,1500.0,2653.0,1
Onion,2015-07-22,2540.0,1500.0,2768.0,1
Onion,2015-07-23,2550.0,1500.0,2770.0,1
Onion,2015-07-24,2500.0,1300.0,2781.0,1
Onion,2015-07-25,2550.0,1600.0,2763.0,1
Onion,2015-07-28,3400.0,2100.0,3782.0,1
Onion,2015-07-29,3250.0,1700.0,3579.0,1
Onion,2015-07-31,3100.0,2000.0,3446.0,1
Onion,2015-08-01,3100.0,1700.0,3476.0,1
Onion,2015-08-03,3400.0,2000.0,3850.0,1
Onion,2015-08-04,3550.0,2500.0,3962.0,1
Onion,2015-08-05,3600.0,2100.0,3900.0,1
Onion,2015-08-06,3550.0,2100.0,3787.0,1
Onion,2015-08-07,3300.0,1500.0,3602.0,1
Onion,2015-08-08,3150.0,1500.0,3700.0,1
Onion,2015-08-10,3300.0,1700.0,3730.0,1
Onion,2015-08-11,3500.0,1900.0,3771.0,1
Onion,2015-08-12,3450.0,2100.0,4001.0,2
Onion,2015-08-13,3611.0,2100.0,4012.0,1
Onion,2015-08-17,4300.0,2500.0,4711.0,1
Onion,2015-08-19,4500.0,2500.0,4885.0,1
Onion,2015-08-20,5200.0,3100.0,5516.0,1
Onion,2015-08-21,5500.0,3100.0,6151.0,1
Onion,2015-08-22,5700.0,3100.0,6326.0,1
Onion,2015-08-25,4850.0,2500.0,5568.0,1
Onion,2015-08-26,4850.0,2500.0,5599.0,1
Onion,2015-08-27,4800.0,2500.0,5580.0,1
Onion,2015-08-28,4800.0,3090.0,5599.0,1
Onion,2015-08-31,4500.0,3100.0,5201.0,1
Onion,2015-09-01,4702.5,3752.5,4943.0,2
Onion,2015-09-02,4500.0,2500.0,4900.0,1
Onion,2015-09-03,4500.0,2500.0,4813.0,1
Onion,2015-09-04,4400.0,2500.0,4749.0,1
Onion,2015-09-05,4200.0,2100.0,4680.0,1
Onion,2015-09-07,4500.0,2600.0,5101.0,1
Onion,2015-09-08,4500.0,2500.0,5226.0,1
Onion,2015-09-09,4850.0,3100.0,5452.0,1
Onion,2015-09-10,4750.0,3100.0,5401.0,1
Onion,2015-09-14,4300.0,3100.0,4701.0,1
Onion,2015-09-15,4100.0,2500.0,4481.0,1
Onion,2015-09-16,4300.0,2500.0,4570.0,1
Onion,2015-09-19,3900.0,2500.0,4267.0,1
Onion,2015-09-21,3800.0,2000.0,4215.0,1
Onion,2015-09-22,3900.0,2200.0,4300.0,1
Onion,2015-09-23,3500.0,2100.0,3800.0,1
Onion,2015-09-24,3500.0,2100.0,3981.0,1
Onion,2015-09-28,3440.5,1650.5,3740.5,2
Onion,2015-09-29,3600.0,2100.0,4001.0,1
Onion,2015-09-30,3450.0,2750.0,3650.0,2
Onion,2015-10-01,3500.0,2100.0,3878.0,1
Onion,2015-10-03,3210.0,1350.5,3788.5,2
Onion,2015-10-05,3600.0,1500.0,4001.0,1
Onion,2015-10-06,3700.0,1500.0,4080.0,1
Onion,2015-10-07,4000.0,2200.0,4382.0,1
Onion,2015-10-08,3520.5,2495.5,3633.5,2
Onion,2015-10-09,2499.5,1485.5,3250.5,2
Onion,2015-10-13,2775.0,1600.0,3088.0,2
Onion,2015-10-14,2975.5,1600.0,3289.0,2
Onion,2015-10-15,2725.0,1600.0,2991.0,2
Onion,2015-10-16,2775.0,1600.0,3049.0,2
Onion,2015-10-17,2775.0,1800.0,3031.0,2
Onion,2015-10-19,2525.0,1650.0,2745.0,2
Onion,2015-10-20,2600.0,1700.0,2841.0,2
Onion,2015-10-21,2800.5,1900.0,3162.5,2
Onion,2015-10-23,3000.0,1800.0,3300.5,2
Onion,2015-10-26,3400.0,2000.0,3721.0,2
Onion,2015-10-27,3250.0,2300.0,3627.5,2
Onion,2015-10-28,3275.0,1800.0,3628.0,2
Onion,2015-10-29,3150.0,1700.0,3698.0,2
Onion,2015-10-30,2800.0,1900.0,3000.0,2
Onion,2015-10-31,3250.0,1900.0,3463.0,2
Onion,2015-11-01,1940.0,1400.0,2460.0,1
Onion,2015-11-02,2850.0,1750.0,3468.0,2
Onion,2015-11-03,3000.0,1750.0,3700.0,2
Onion,2015-11-04,3175.0,2450.0,3701.5,2
Onion,2015-11-05,2825.0,1750.0,3418.5,2
Onion,2015-11-06,3050.0,1850.0,3657.0,2
Onion,2015-11-07,2900.0,2350.0,3546.5,2
Onion,2015-11-16,2600.0,1700.0,3005.5,2
Onion,2015-11-17,3370.5,2750.0,3650.5,2
Onion,2015-11-18,2600.0,1700.0,3081.0,1
Onion,2015-11-19,2400.0,1700.0,3312.0,2
Onion,2015-11-20,2700.0,1550.5,3650.0,2
Onion,2015-11-23,2600.5,2400.5,3200.0,2
Onion,2015-11-24,2835.0,2250.0,3420.0,2
Onion,2015-11-26,1850.0,1400.0,2901.0,2
Onion,2015-11-27,1950.0,1800.0,2400.0,2
Onion,2015-11-30,1725.0,1400.0,2424.0,1
Onion,2015-12-01,1940.0,1400.0,2460.0,1
Onion,2015-12-02,1650.0,1400.0,2330.0,1
Onion,2015-12-03,1500.0,1100.0,2090.0,1
Onion,2015-12-04,1400.0,900.0,2001.0,1
Onion,2015-12-05,1600.0,1121.0,2191.0,1
Onion,2015-12-07,1100.0,800.0,1535.0,1
Onion,2015-12-08,1000.0,800.0,1540.0,1
Onion,2015-12-09,1150.0,900.0,1600.0,1
Onion,2015-12-10,1150.0,900.0,1595.0,1
Onion,2015-12-14,1250.0,900.0,1556.0,1
Onion,2015-12-15,1100.0,900.0,1545.0,1
Onion,2015-12-16,1000.0,700.0,1462.0,1
Onion,2015-12-17,1051.0,800.0,1438.0,1
Onion,2015-12-18,1100.0,800.0,1475.0,1
Onion,2015-12-19,1100.0,700.0,1378.0,1
Onion,2015-12-21,1100.0,700.0,1500.0,1
Onion,2015-12-22,1100.0,700.0,1391.0,1
Onion,2015-12-23,1150.0,700.0,1470.0,1
Onion,2015-12-28,1400.0,1000.0,1623.0,1
Onion,2015-12-29,1400.0,1000.0,1681.0,1
Onion,2015-12-30,1450.0,1000.0,1682.0,1
Onion,2015-12-31,1350.0,1000.0,1705.0,1
Onion,2016-01-01,1300.0,1000.0,1707.0,1
Onion,2016-01-02,1401.0,751.0,1601.0,1
Onion,2016-01-04,1251.0,900.0,1656.0,1
Onion,2016-01-05,1251.0,900.0,1601.0,1
Onion,2016-01-06,1251.0,900.0,1530.0,1
Onion,2016-01-07,1200.0,800.0,1496.0,1
