commodity,date,sentiment_positive_mean,sentiment_neutral_mean,sentiment_negative_mean,article_count,dominant_sentiment,sentiment_dispersion
Onion,2013-11-25,0.0333197154104709,0.0530815497040748,0.913598656654358,1,negative,0.0
Onion,2013-11-26,0.0143680963665246,0.0235713850706815,0.962060570716858,1,negative,0.0
Onion,2013-11-29,0.1296255588531494,0.8288668990135193,0.0415075197815895,1,neutral,0.0
Onion,2013-12-03,0.021129299265642932,0.057520517458518335,0.9213502407073975,3,negative,0.00492500368926008
Onion,2013-12-04,0.0093457978218793,0.0178426876664161,0.9728115797042848,1,negative,0.0
Onion,2013-12-06,0.0199513919651508,0.20580698549747467,0.7742416262626648,2,negative,0.0010444261133670998
Onion,2013-12-11,0.0286926310509443,0.0130500141531229,0.9582573771476746,1,negative,0.0
Onion,2013-12-13,0.0114880222827196,0.0395982675254344,0.9489137530326844,1,negative,0.0
Onion,2013-12-15,0.0270257676020264,0.0168930594809353,0.9560811817646027,2,negative,0.01919926982373
Onion,2013-12-18,0.0452349825451771,0.24670398235321045,0.7080610394477844,3,negative,0.03028660721102443
Onion,2013-12-19,0.5151347517967224,0.1131924465298652,0.3716727793216705,1,positive,0.0
Onion,2013-12-20,0.2512257094494998,0.26098691858351225,0.48778737988322973,2,negative,0.24066501902416348
Onion,2013-12-21,0.024726059908668167,0.06207690015435213,0.9131970802942911,3,negative,0.010234784133675786
Onion,2013-12-22,0.2979443073272705,0.0573593713343143,0.6446962952613831,1,negative,0.0
Onion,2013-12-24,0.0208119135349988,0.0769564062356948,0.902231752872467,1,negative,0.0
Onion,2013-12-25,0.283506840467453,0.4849545359611511,0.2315386533737182,1,neutral,0.0
Onion,2013-12-27,0.1267442218959331,0.5259939543902874,0.34726185537874693,2,negative,0.0751676447689533
Onion,2013-12-28,0.8936091065406799,0.0500633418560028,0.0563275627791881,1,positive,0.0
Onion,2013-12-31,0.0409515276551246,0.0385076329112052,0.9205408692359924,1,negative,0.0
Onion,2014-01-07,0.0126924719661474,0.0146420719102025,0.972665548324585,1,negative,0.0
Onion,2014-01-14,0.0357226133346557,0.93909353017807,0.0251838434487581,1,neutral,0.0
