publish_date,headline_category,headline_text,commodity
2015-07-19,city.nashik,Drought-hit farmers hoard onion; prices up 20%,Onion
2015-07-23,business.india-business,Wholesale onion prices up 30% in three days at Nashik,Onion
2015-07-23,city.nashik,Wholesale onion prices up 30% in three days at Nashik,Onion
2015-07-23,city.nashik,Onion prices shoot up 30% in just three days,Onion
2015-07-24,city.goa,State feels the onion pinch,Onion
2015-07-28,city.nashik,2;500 tonnes of onion heads for Delhi market,Onion
2015-07-29,city.nagpur,Onion rates bring tears; potatoes some cheer,Onion
2015-08-01,city.pune,Onion prices rise over short supply,Onion
2015-08-01,city.nashik,NAFED to supply onion to 8 cities to meet shortage,Onion
2015-08-02,city.mumbai,Onion prices continue to sting; despite govt efforts,Onion
2015-08-03,india,Onion prices up; govt to import 10;000 tonne,Onion
2015-08-03,city.nagpur,Onion prices on the rise again,Onion
2015-08-03,city.visakhapatnam,Onion prices touch 50 per kg in city,Onion
2015-08-03,city.ahmedabad,Supply crunch raises onion prices over Rs 60,Onion
2015-08-04,city.chandigarh,Onion prices shoot up,Onion
2015-08-04,city.goa,Onion prices up by 30%,Onion
2015-08-05,delhi,Onion prices Rs 60 per kg; Delhi govt to sell cheaper,Onion
2015-08-07,city.lucknow,Rains; poor supply make onion prices spiral,Onion
2015-08-08,city.nagpur,Onion at Rs 60/kg but traders hope for a dip next week,Onion
2015-08-08,city.goa,High onion rates turn Panaji vendors innovative,Onion
2015-08-08,city.delhi,BJP playing onion politics: AAP,Onion
2015-08-12,city.delhi,Safal corrects onion prices,Onion
2015-08-13,city.delhi,As onion price pinches; govt to cut it down to Rs 30,Onion
2015-08-14,city.nashik,Onion prices hit 22-month high at Lasalgaon,Onion
2015-08-16,entertainment.english.hollywood,Actress eats frogs; worms; but not onion,Onion
2015-08-19,unknown,Why do I smell like onion? Dr Jamuna Pai explains,Onion
2015-08-19,city.nashik,Onion prices triple in a month-and-a-half in Lasalgaon,Onion
2015-08-19,city.nagpur,Onion prices touch Rs 70 mark; set to go higher,Onion
2015-08-19,india,Centre orders onion imports; mulls increase in export price to bring prices under control,Onion
2015-08-21,city.delhi,Onion prices may rise due to supply crunch,Onion
2015-08-21,city.ahmedabad,Rising onion prices in the Ahmedabad leave consumers teary-eyed,Onion
2015-08-21,city.nashik,Onion exports dip 8% at start of fiscal,Onion
2015-08-22,city.mumbai,Feeling the pinch: Onion prices hit Rs 70/kg,Onion
2015-08-22,city.ahmedabad,Onion tale: Supply drops; price soars,Onion
2015-08-22,city.pune,Onion commands Rs 70/kg in city,Onion
2015-08-22,city.ludhiana,Onion prices leave bitter taste for consumers,Onion
2015-08-22,business.india-business,Onion prices threaten to cross Rs 100 a kg in Delhi as stockists make a killing,Onion
2015-08-23,india,Two-pronged assault to control onion prices,Onion
2015-08-23,city.delhi,Onion prices at nationwide high in Delhi despite no shortage in supply,Onion
2015-08-23,business.india-business,Two-pronged assault to control onion prices,Onion
2015-08-23,city.nashik,Govt raid across dist to check onion hoarding,Onion
2015-08-23,city.bhubaneswar,Onion price touches 60 a kg in retail market,Onion
2015-08-23,mocktale,Mocktale: Onion prices leaving people teary eyed,Onion
2015-08-24,city.nagpur,Onion prices may go further up this week,Onion
2015-08-24,city.hyderabad,Govt to continue onion sale at subsidized rate: Harish Rao,Onion
2015-08-24,city.chandigarh,Rising high; onion prices go up again,Onion
2015-08-24,city.indore,Soaring onion prices bring tears to eyes of common man,Onion
2015-08-25,city.chennai,Onion prices up on supply cut; traders for Pak imports,Onion
2015-08-25,city.kolhapur,Wholesale onion prices slide to 65 a kg,Onion
2015-08-25,city.pune,Spiralling onion prices await correction,Onion
2015-08-25,city.coimbatore,Onion prices soar to Rs 70 per kilo in 2 weeks; supply drops,Onion
2015-08-25,india,As onion prices soar; potato and tomato prices crash,Onion
2015-08-25,india,Hoarders may be using storage facilities of farmers to create artificial onion scarcity,Onion
2015-08-26,city.delhi,Fresh onion stock to reach market; prices likely to fall,Onion
2015-08-26,city.goa,Now; onion price touches 70 per kg,Onion
2015-08-26,city.kolhapur,Wholesale prices of onion decline to 58/kg in Kolhapur,Onion
2015-08-26,city.visakhapatnam,Onion prices touch 80 per kg in city,Onion
2015-08-26,city.madurai,Shallots; cabbages take onion's place as prices skyrocket,Onion
2015-08-27,city.nashik,Lasalgaon onion prices dip; stabilize at Rs 4;850 a quintal,Onion
2015-08-27,city.nashik,Onion stabilizes at Rs 4;850 a quintal,Onion
2015-08-28,india,Bangladesh export adds to onion crisis,Onion
2015-08-28,city.nashik,Lasalgaon onion prices dip Rs 100/quintal,Onion
2015-08-28,india,Centre okays import of 1;000 tonnes of onion; will reach India by Sep 10,Onion
2015-08-28,centre,Govt okays bids for 1k tonnes of onion import to check prices,Onion
2015-08-31,city.nagpur,Onion from Nashik-Dhule is Rs70 a kg,Onion
2015-08-31,city.chennai,Sales fall by 50% as onion prices continue to rise,Onion
2015-09-01,city.ahmedabad,Onion breaches 3-figure mark,Onion
2015-09-01,city.visakhapatnam,CPM stages protest over rising onion prices,Onion
2015-09-01,city.jammu,Shiv Sena; Dogra Front protest hike in onion prices,Onion
2015-09-01,city.jaipur,Fall in demand stabilises onion prices,Onion
2015-09-02,city.jaipur,Guard; woman arrested for facilitating onion theft in Jaipur,Onion
2015-09-03,city.nashik,Onion prices up marginally; arrival of fresh crop begins,Onion
2015-09-05,city.visakhapatnam,Pricey onion the icing on mantri's b'day cake!,Onion
2015-09-05,city.nashik,Poor monsoon to dry up kharif onion supply,Onion
2015-09-08,city.pune,Pune vegetable market shut as traders protest 400kg onion theft,Onion
2015-09-08,city.pune,Egyptian; Pune local onion bring little cheer,Onion
2015-09-14,city.nagpur,Onion selling at Rs70 a kg; tur Rs150,Onion
2015-09-14,city.navimumbai,Onion prices drop as new; cheaper produce hits market,Onion
2015-09-14,city.jaipur,Cong says govt insensitive to onion price hike,Onion
2015-09-16,city.visakhapatnam,CPM protests against high onion prices,Onion
2015-09-19,india,After onion; red gram brings tears to the eyes in Telangana,Onion
2015-09-22,city.delhi,Capital runs low on onion stocks; eyes Afghan pie,Onion
2015-09-23,city.madurai,Onion prices begin to fall in Madurai region,Onion
2015-09-24,city.delhi,ACB launches probe into onion scam,Onion
2015-10-02,life-style.food.food-features,Onion prices make eateries weep,Onion
2015-10-05,life-style.food.food-features,Mumbai is still crying over onion prices,Onion
2015-10-06,city.mumbai,New crop brings onion prices down in Mumbai,Onion
2015-10-06,city.nagpur,Transport strike ends with governmant assurance; onion prices steady due to good arrivals,Onion
2015-10-06,city.hubballi,Lorry strike hits onion trading,Onion
2015-10-08,city.nashik,Onion prices up 11% in a day as supply goes down,Onion
2015-10-09,life-style.food.food-features,Missing onion in your meals Try these tricks,Onion
2015-10-14,city.bhubaneswar,Odisha to increase onion production in kharif,Onion
2015-10-17,india,Volatility in onion prices can be managed through appropriate measures; says Niti Aayog member,Onion
2015-10-20,city.nashik,Onion prices drop to 2;500/quintal at Lasalgaon,Onion
2015-10-28,city.aurangabad,Fresh onion crop in; but prices shoot,Onion
2015-11-06,city.nashik,At 2;100/quintal; onion prices hit season's low,Onion
2015-11-29,city.nashik,Lasalgaon onion prices at record 4-month low,Onion
2015-12-03,city.bengaluru,Rain brings down onion price; tomato remains expensive,Onion
2015-12-10,city.navimumbai,Onion prices plunge with fresh supply; further drop likely,Onion
2015-12-11,city.nashik,Less export price hope stabilises onion prices,Onion
2015-12-15,city.nashik,Onion prices rise by 8.69% as MEP finally drops to US $400,Onion
2015-12-17,city.nashik,MEP cut fails to rein in falling onion prices,Onion
2015-12-22,city.nashik,Lasalgaon onion prices decline to six-month low,Onion
2015-12-25,business.india-business,Govt abolishes MEP on onion to boost exports,Onion
2015-12-30,city.goa,Good tidings we bring! Onion prices may drop to 20/kg,Onion
2016-01-02,city.nashik,Onion export fell by almost 18% in first half of fiscal,Onion
2016-01-12,world.us,Fox News claims Barack Obama used 'raw onion' to make him cry during gun control speech,Onion
2016-01-31,city.nashik,Average wholesale onion prices record nine-month low @ Rs 950 per quintal at Lasalgaon,Onion
2016-02-08,life-style.food.food-features,Using spring onion in winter,Onion
2016-02-09,city.nashik,Onion prices drop to 22-month low of 850 per quintal,Onion
2016-02-11,business.india-business,Onion prices crash to 2-year low; now at Rs 700 a quintal,Onion
2016-02-11,city.coimbatore,Bumper harvest halves small onion prices,Onion
2016-02-12,city.nashik,Onion prices stabilise at 2-yr low,Onion
2016-02-13,city.nashik,Central team reviews Lasalgaon onion price crash,Onion
2016-02-14,city.nashik,Onion prices dip 33% in 12 days,Onion
2016-02-18,city.nashik,Onion buffer stock to curb scarcity,Onion
2016-02-23,city.nashik,Summer onion crop trickles in at 900/quintal,Onion
2016-02-26,city.nashik,Onion prices fall to two-year low of Rs 675/Q,Onion
2016-03-08,city.nashik,Onion arrival at Lasalgaon set to go up,Onion
2016-03-17,city.nashik,NAFED expands its onion storage capacity,Onion
2016-03-24,city.nashik,No onion auction for 12 days at Lasalgaon; mkt to reopen on April 4,Onion
2016-03-27,city.delhi,Onion exports fall 10% to 6.95 lakh tonnes in Apr-Dec,Onion
2016-04-05,city.nashik,Mathadi workers' day-long strike hits onion auction,Onion
2016-04-15,city.ahmedabad,Good yield in state to keep onion prices low,Onion
2016-04-16,city.bhopal,Bumper onion crop has farmers in tears,Onion
2016-04-21,city.nagpur,Bulk rate of onion down to 5-7/kg; potato rising,Onion
2016-05-03,city.nashik,NAFED procures 625 tonnes of onion so far as buffer,Onion
2016-05-03,city.nashik,Onion farmer fails to break even; dumps crop on road,Onion
2016-05-06,city.pune,Farmers to boycott onion auction to protest price fall,Onion
2016-05-13,city.nashik,Onion prices dip slightly at Lasalgaon,Onion
2016-05-15,city.hubballi,Debt-ridden onion grower ends life in Vijayapura,Onion
2016-05-17,city.nashik,Onion prices touch 2-year low,Onion
2016-05-17,city.nashik,Farmers demand better onion price,Onion
2016-05-19,city.nashik,Onion prices up 25% in two days at Lasalgaon,Onion
2016-05-20,city.nashik,Farmers stay away from market; onion arrivals fall by 30%,Onion
2016-05-23,city.nashik,Fadnavis steps in to help state's onion farmers,Onion
2016-05-23,city.nashik,Chief Minister steps in to help Maha onion farmers,Onion
2016-05-24,city.pune,Farmers in tears as onion prices dive,Onion
2016-05-26,city.nashik,Wholesale onion prices up by 12%,Onion
2016-05-30,city.nashik,Farmers body to stage agitation on Thursday to protest fall in onion prices,Onion
2016-06-01,city.bhopal,Yield glut; poor storage make onion farmers cry,Onion
2016-06-02,city.bhopal,CM steps in to bail out stressed onion farmers,Onion
2016-06-05,city.bhopal,Private traders pip govt's onion move,Onion
2016-06-07,city.nashik,Onion arrivals up but prices remain steady,Onion
2016-06-07,city.indore,Onion crisis plotted by wholesalers?,Onion
2016-06-11,city.coimbatore,Onion and tomato cultivation begins after 10-day delay,Onion
2016-06-13,city.nashik,Onion farmers seek Minimum Support Price of Rs2;000 per quintal,Onion
2016-06-16,city.nashik,Onion buffer stock of 4;500T to keep inflation under control,Onion
2016-06-19,city.nashik,Onion buffer stock of 17;000 tonnes created,Onion
2016-06-21,city.nashik,Onion traders call off strike; auction to resume today,Onion
2016-06-23,city.bhopal,Madhya Pradesh CM's onion plan turns Rs 100-crore tear-jerker,Onion
2016-06-23,city.nashik,6% hike in onion prices at Lasalgaon,Onion
2016-06-24,city.coimbatore,Small onion price may touch Rs50 per kg during monsoon,Onion
2016-06-28,city.nashik,After glut; onion shortage scare looms large,Onion
2016-07-05,city.nashik,Onion prices may shoot up after Ramzan,Onion
2016-07-13,city.aurangabad,6-year-old dead as dad shoves onion in throat as punishment,Onion
2016-07-20,india,Amendments to Child Labour Bill: Minister recalls days as onion seller,Onion
2016-07-20,city.hyderabad,Bandaru Dattatreya recalls days as onion seller,Onion
2016-07-26,city.nashik,Onion auction in gunny bags now,Onion
2016-07-27,city.nashik,After 17 days of stir; onion auction starts at Lasalgaon,Onion
2016-07-27,city.nashik,After stir of 17 days; onion auction starts at Lasalgaon,Onion
2016-07-29,city.nashik,Onion auction in gunny bags a damp squib,Onion
2016-08-06,city.nashik,Onion scarcity looms; cultivation yet to begin,Onion
2016-08-08,city.nashik,Onion supply down 75% over gunny bag row,Onion
2016-08-20,city.nashik,Onion prices tumble to Rs 650 per quintal,Onion
2016-08-24,city.nashik,Onion plantation on at snail's pace,Onion
2016-08-25,city.nashik,NCP stir to push for onion MSP,Onion
2016-08-28,city.mumbai,Maharashtra govt's onion grant unlikely to be helpful for farmers,Onion
2016-08-29,city.nashik,NCP blames BJP govts for onion farmers' crisis,Onion
2016-08-30,city.nashik,Onion plantation dips 68% in Nashik,Onion
2016-08-30,city.nashik,Kharif onion plantation dips 68% this season,Onion
2016-08-31,city.mumbai,Wholesale onion price hits 10-year record low of 2/kg,Onion
2016-09-02,city.nashik,Tomato; onion retail prices crash,Onion
2016-09-04,city.nashik,Govt seeks onion auction details from APMCs,Onion
2016-09-07,city.nashik,APMCs fail to give onion auction details even after deadline,Onion
2016-09-07,city.hubballi,Wholesale price of onion down; but consumers do not benefit,Onion
2016-09-08,city.nashik,Half of buffer onion stock rots in storage,Onion
2016-09-08,city.nashik,50% of 17;000 tonnes onion buffer stock rots in storage,Onion
2016-09-10,city.nashik,Farmers protest crash in onion prices,Onion
2016-09-13,city.nashik,Wholesale onion prices drop by 34% in a week,Onion
2016-09-13,city.indore,Govt to build 300 onion storage units in Indore,Onion
2016-09-14,business.india-business,In last 4 months; onion farmers lost Rs 800 crore,Onion
2016-09-14,city.nagpur,At Rs5 to 8kg; onion rates lowest in years,Onion
2016-09-15,city.nashik,Lasalgaon onion prices stabilise at Rs 425 per quintal,Onion
2016-09-21,city.nashik,Onion prices plunge to 350 a quintal,Onion
2016-09-26,city.nashik,Onion exports up over 73% in first quarter,Onion
2016-09-27,city.nashik,Fall in supply stabilises onion prices at 350 per quintal,Onion
2016-09-28,city.nashik,Onion farmers launch indefinite hunger stir,Onion
2016-09-29,city.nashik,Onion farmers to intensify agitation,Onion
2016-10-01,city.bengaluru,Onion; potato growers shed tears as prices plunge,Onion
2016-10-05,city.nashik,NCP conference to focus on onion crisis; farmers' issues,Onion
2016-10-07,city.nashik,Wholesale onion prices rise 71% in a week at Lasalgaon,Onion
2016-10-07,city.hubballi,Fall in onion price drives farmer to attempt suicide,Onion
2016-10-08,city.hubballi,Onion farmers to get relief for loss,Onion
2016-10-08,city.nashik,Low supply pushes onion prices up by 25% at Lasalgaon,Onion
2016-10-09,city.mysuru,She has a special taste for onion peels-not culinary; but artistic,Onion
2016-10-17,city.mysuru,Raitha Sangha demands minimum support price for onion,Onion
2016-10-21,city.nashik,Stocks and supply peter out; onion prices may soar in Nov,Onion
2016-10-21,city.nashik,Stocks and supply peter out onion prices may soar in November,Onion
2016-10-21,city.nashik,Onion supply a trickle; prices to soar in November,Onion
2016-10-21,city.mumbai,Onion supply a trickle; prices to soar in November,Onion
2016-10-22,city.nashik,Stocks and supply peter out; onion prices may soar in November,Onion
2016-10-23,city.hubballi,JD(S) threatens statewide protest over onion farmers' problems,Onion
2016-10-24,city.nashik,Increase in demand stabilises onion price,Onion
2016-10-24,city.bengaluru,Infant dies after accidentally swallowing onion in Karnataka,Onion
2016-10-24,life-style.health-fitness.health-news,Onion compound may treat ovarian cancer,Onion
2016-10-24,spirituality,Health secrets of Onion as mentioned in Charaka Samhita,Onion
2016-10-25,city.bengaluru,1 year old girl swallows onion; chokes to death,Onion
2016-10-27,city.hubballi,Prices crash - Onion farmer in Bagalkot ends life,Onion
2016-10-27,city.nashik,No onion auction at Lasalgaon for nine days,Onion
2016-10-28,city.nashik,Few farmers opt for onion grants,Onion
2016-10-29,city.bengaluru,Govt to buy onion at Rs 6.24 per kg,Onion
2016-11-05,city.nashik,Wholesale onion prices rise 12.5% at Lasalgaon,Onion
2016-11-05,city.hyderabad,Crashing onion price: Centre's help sought,Onion
2016-11-08,city.navimumbai,Fresh crop delay ups onion rates by 2/kg,Onion
2016-11-08,city.hubballi,Onion purchase begins at APMC procurement centre,Onion
2016-11-08,city.nashik,Retail onion prices set to increase,Onion
2016-11-11,city.nashik,Onion auction suspended at Lasalgaon for 5 days,Onion
2016-11-17,city.hyderabad,Malakpet onion traders shutter-up,Onion
2016-11-23,city.nashik,Onion trade back to normal at Lasalgaon,Onion
2016-11-24,city.nashik,Onion auction called off for a day,Onion
2016-12-02,city.noida,Robbers try to sell looted onion in cash crunch-hit market; nabbed,Onion
2016-12-08,city.hubballi,On last day; heavy rush of farmers to sell onion at APMC,Onion
2016-12-22,city.nashik,Onion prices dip over 27% in a week at Lasalgaon market,Onion
2016-12-27,city.nashik,Marginal drop in wholesale onion prices,Onion
2016-12-29,city.nashik,13% rise in onion prices,Onion
2017-01-02,city.nashik,Three-fold rise in onion export,Onion
2017-02-08,city.nashik,Lasalgaon onion prices down 33% on high supply,Onion
2017-02-16,city.mumbai,Farmers want to export onion after glut in market,Onion
2017-02-27,city.mumbai,At Rs 450/quintal; onion prices dive to 5-year low,Onion
2017-03-11,city.nashik,7 months on; govt grant eludes onion farmers,Onion
2017-03-12,city.indore,Farmer's will get 50% subsidy for onion storage,Onion
2017-03-20,city.nashik,Onion export registers all-time high of 24 lakh tonne,Onion
2017-04-01,city.bengaluru,Not onion or garlic; politics and logistics deal-breaker: Iskcon,Onion
2017-04-19,city.hyderabad,Most carrot; onion samples in Hyderabad found to contain E-coli,Onion
2017-05-09,city.indore,Onion farmers may turn to other crops,Onion
2017-05-10,city.ahmedabad,Onion sowing shoots up,Onion
2017-05-17,city.patna,Onion bizman shot in Fatuha,Onion
2017-05-23,city.nashik,Onion prices rise 40% due to decline in supply,Onion
2017-05-23,city.bhubaneswar,BJP tells Centre about distress sale of onion,Onion
2017-06-13,city.bhopal,No limit on onion; dal purchase: Govt,Onion
2017-06-17,entertainment.english.music.news,Lorde admits reviewing 'onion rings' on Instagram secretly!,Onion
2017-06-18,city.coimbatore,27-yr-old arrested for stealing 100kg onion from Pollachi market,Onion
2017-06-21,city.ahmedabad,Rs 100 crore subsidy announced for potato; onion farmers,Onion
2017-06-21,city.nashik,22% rise in wholesale onion prices at Lasalgaon,Onion
2017-06-23,city.madurai,Farmers want support from govt for raising onion crops,Onion
2017-06-27,city.indore,Government urges Indore traders to buy onion,Onion
2017-07-09,city.bhopal,Farmers' strike; onion glut take away happiness from kids,Onion
2017-07-11,city.bhopal,Brace for onion tears in your market,Onion
2017-07-28,india,Wholesale onion price surges 118% in two weeks,Onion
2017-07-29,city.bhopal,For Rs 109cr onion spend; farmers got Rs 62cr in 2016,Onion
2017-07-29,city.bhopal,73 per cent onion procured last year rotted in Madhya Pradesh,Onion
2017-07-29,city.indore,73 per cent onion procured last year rotted in Madhya Pradesh,Onion
2017-07-31,city.lucknow,Rise in onion price disrupts veggie budget further,Onion
2017-08-01,city.visakhapatnam,Onion rate doubles in five days;other veggie prices also soar,Onion
2017-08-01,city.bhopal,After onion; pulse procurement raises a stink,Onion
2017-08-04,india,Wholesale price of onion rises 80% in a day in Nashik,Onion
2017-08-04,city.goa,Onion prices set to sting in days to come,Onion
2017-08-04,business.india-business,Wholesale price of onion rises 80% in a day in Nashik,Onion
2017-08-05,city.pune,Onion prices spiral after poor supply; tomato falls,Onion
2017-08-07,city.kolhapur,Despite supply onion prices not coming down,Onion
2017-08-08,city.kolkata,Price surge makes Kolkata shed onion tears,Onion
2017-08-08,city.nashik,Onion auction to begin at Lasalgaon after 3-day break,Onion
2017-08-17,city.ahmedabad,Onion prices bring tears,Onion
2017-08-19,city.delhi,Special raids to prevent onion hoarding,Onion
2017-08-21,city.bhopal,After orange & onion; soya crisis stares Agar farmers,Onion
2017-09-09,business.india-business,Onion importers worry over drop in prices,Onion
2017-09-15,city.nashik,Onion prices fall 35% after I-T raids on Nashik traders,Onion
2017-09-16,city.nashik,Traders boycott onion auction after I-T raids,Onion
2017-09-16,city.delhi,Maharashtra trader strike may increase Delhi onion prices,Onion
2017-09-17,india,I-T uncovers Nashik onion traders' hawala deals; Dubai links,Onion
2017-09-17,city.nashik,Income Tax department uncovers Nashik onion traders' hawala deals; Dubai links,Onion
2017-09-17,city.nashik,Onion traders asked to start auction or face action,Onion
2017-10-10,india,Onion prices to soar further this Diwali,Onion
2017-10-10,city.nashik,Onion prices rise 80% in 10 days at Lasalgaon,Onion
2017-11-08,city.guwahati,Onion prices soar beyond fixed rates,Onion
2017-11-12,business.india-business,Onion export jumps 56% in Apr-July; but India now importing,Onion
2017-11-13,city.chandigarh,Onion; peas join pricey group of radish; tomato,Onion
2017-11-17,city.chennai,Koyambedu Market Registers Average Hike Of 40%; Onion Price Rises By 125%,Onion
2017-11-18,city.nashik,Wholesale onion prices up 25% in 5 days,Onion
2017-11-24,city.bengaluru,Onion prices double in Bengaluru; may cross Rs 80 per kg,Onion
2017-11-24,city.bhubaneswar,Menu suffers as onion prices head north,Onion
2017-11-30,city.jaipur,Limited supply sees tomato; onion prices soaring,Onion
2017-11-30,city.gurgaon,Winter sets in; yet onion prices on fire,Onion
2017-11-30,india,Controlling onion prices not in our hands: Paswan,Onion
2017-12-01,city.mumbai,Wholesale onion prices dip by Rs 15; retailers yet to budge,Onion
2017-12-01,city.nashik,Onion prices drop further at Lasalgaon,Onion
2017-12-01,city.chandigarh,Onion prices reach Rs 80/kg; consumers cry,Onion
2017-12-01,city.navimumbai,Wholesale onion prices dip by Rs 15; retailers yet to budge,Onion
2017-12-03,city.hubballi,Onion prices may drop in Hubballi; thanks to Cyclone Ockhi,Onion
2017-12-05,city.nashik,Onion exports increase by 30%,Onion
2017-12-07,city.nashik,Ockhi effect: Onion prices increase by 48% in 2 days,Onion
2017-12-15,city.hyderabad,Onion prices bring tears; sharp spike since last year,Onion
2017-12-17,city.kolkata,IIT-Kgp turns onion skin into electricity,Onion
2017-12-18,city.madurai,Dindigul farmers overjoyed as onion prices take upward curve,Onion
2017-12-21,city.ahmedabad,Onion farmers in Gujarat demand MSP,Onion
2018-01-11,home.science,Now selling: A tear-free onion,Onion
2018-01-17,city.bhubaneswar,Minister caution for those inflating onion prices,Onion
2018-02-06,india,Onion prices up by 46% after MEP removal,Onion
2018-02-07,city.madurai,Onion market faces corporation's music for encroachment,Onion
2018-02-12,city.mumbai,40% of teachers believed smelling onion or chappal a key first-aid for epilepsy: Study,Onion
2018-02-27,city.rajkot,Onion prices dive on heavy influx,Onion
2018-03-06,city.vijayawada,Relief for commoners as onion; vegetable prices plummet in markets of Vijayawada,Onion
2018-03-08,city.nashik,Average wholesale onion price drops to 8-month low at Lasalgaon,Onion
2018-03-16,city.bengaluru,He began onion; chilli business in Yeshwantpur market,Onion
2018-03-17,city.rajkot,Farmers see red as white onion prices plummet,Onion
2018-03-27,city.jaipur,Vasundhara Raje seeks Centre's approval for scheme on onion; garlic,Onion
2018-03-28,city.rajkot,Onion trading resumes,Onion
2018-04-20,india,Wholesale onion price hits new low of Rs 3/kg,Onion
2018-04-26,city.nashik,Onion trader planned fake heist of Rs 9 lakh to pay off his debts,Onion
2018-05-14,city.chandigarh,27-year-old driving car falls onto onion field,Onion
2018-05-19,city.ahmedabad,Low onion prices bring tears to farmers' eyes,Onion
2018-05-22,city.nashik,Onion prices crash 65% in 3 months,Onion
2018-05-23,spirituality,This is what happens when you place onion in your ear,Onion
2018-06-03,city.trichy,New onion market to open today amid worries about traffic safety,Onion
2018-06-03,city.trichy,Private onion market opened in Trichy,Onion
2018-06-05,india,Onion supply drops 97% at Lasalgaon APMC,Onion
2018-06-06,city.trichy,Primary processing centre for banana; onion to open in October,Onion
2018-06-08,city.trichy,IIFPT to hold training for onion farmers,Onion
2018-06-09,city.trichy,Protest against employing cheap labour at onion market,Onion
2018-07-05,city.trichy,117 load men resort to road blockade at new onion market,Onion
2018-07-06,city.trichy,Onion workers protest denial of employment in new market,Onion
2018-07-14,city.ahmedabad,Gujarat woman forced to eat onion & garlic; files FIR,Onion
2018-07-20,city.trichy,Onion labourers kept off new market hold black flag protest,Onion
2018-09-16,city.nashik,Onion farmers seek Rs 500 per quintal grant as prices crash,Onion
2018-09-25,city.trichy,Traders at onion market issue ultimatum to workers on protest,Onion
2018-09-25,city.coimbatore,Small onion farmers in tears as prices nosedive,Onion
2018-09-27,city.ahmedabad,Ahmedabad: Prices make onion; garlic hot potatoes,Onion
2018-10-03,city.nashik,Centre's buffer onion stock rotting in godowns,Onion
2018-10-09,city.hubballi,Bumper crop; but onion growers still in trouble,Onion
2018-10-19,business.india-business,Nafed to boost onion supply in Delhi; Mother Dairy asked to cut price,Onion
2018-10-20,city.delhi,Centre steps in as onion prices in NCR touch Rs 40/kg,Onion
2018-10-20,city.noida,Centre steps in as onion prices in NCR touch Rs 40/kg,Onion
2018-10-20,business.india-business,Why is it always onion that's on fire?,Onion
2018-10-21,business.india-business,Nafed to offload 200 tonnes of onion daily in Delhi to check prices,Onion
2018-10-24,city.rajkot,No end to woes for white onion growers in Bhavnagar,Onion
2018-10-24,city.pune,78% drop in Nashik onion yield; prices set to spiral,Onion
2018-10-24,city.nashik,78% drop in Nashik onion yield; prices set to spiral,Onion
2018-10-25,city.pune,Supply dips; onion prices double in retail market within a week,Onion
2018-10-31,city.agra,Uttar Pradesh wonder onion grows faster; can be stored longer,Onion
2018-11-04,home.sunday-times,Iron Man? You could also call him the Onion Man of India,Onion
2018-11-18,city.hubballi,Onion growers protest as prices drop sharply,Onion
2018-11-23,city.patna,Lack of buyers hits Nalanda onion farmers,Onion
2018-12-04,city.trichy,Onion farmers seek relief for pest-hit crop post Gaja,Onion
2018-12-04,city.bhopal,Onion at 50paisa/kg leaves Neemuch farmers in tears,Onion
2018-12-06,city.ahmedabad,Low onion acreage could mean tears for consumers,Onion
2018-12-10,city.nashik,In two days; two Nashik onion farmers kill selves,Onion
2018-12-14,city.nagpur,As onion brings tears; middlemen blame Maharashtra reforms for plight of farmers,Onion
2018-12-14,city.bengaluru,Akshaya Patra says no to garlic; onion in midday meals in Karnataka,Onion
2018-12-16,city.pune,Centre orders more storage to check fall in onion prices,Onion
2018-12-20,city.pune,Initiative gives fair price to onion farmers; sets right rate for buyers,Onion
2018-12-21,city.mumbai,Maharashtra government offers Rs 200 a quintal; onion farmers call it paltry,Onion
2018-12-26,city.nashik,Onion farmers set to hold protest march,Onion
2019-01-01,city.coimbatore,Small onion farmers in tears as prices nosedive,Onion
2019-01-12,city.ahmedabad,Onion; garlic; coriander sowing dips in Gujarat,Onion
2019-01-17,city.pune,Now; onion farmers can apply for government grant till January 25,Onion
2019-01-17,city.nashik,Now; onion farmers can apply for government grant till January 25,Onion
2019-01-24,city.nashik,Nafed shortlists five sites in district for onion cold storage,Onion
2019-02-01,city.pune,Drought dries up rabi onion cultivation to two-year low,Onion
2019-02-01,city.nashik,Drought dries up rabi onion cultivation to two-year low,Onion
2019-02-01,city.mumbai,Drought dries up rabi onion cultivation to two-year low,Onion
2019-03-02,city.ahmedabad,Ahmedabad: Onion prices may shoot up in summer,Onion
2019-04-26,city.nashik,Fluctuating onion prices to set voting trend in Nashik,Onion
2019-05-02,city.ahmedabad,Gujarat tear-jerker: Onion sowing dips 80%,Onion
2019-05-06,city.bengaluru,Bengaluru: Actvists want onion; garlic in midday meals,Onion
2019-05-16,life-style.food-news,Here's how onion helps in managing diabetes,Onion
2019-06-08,city.ahmedabad,Smaller area sown with onion could mean higher prices in Gujarat,Onion
2019-06-11,city.nashik,Nashik: Rising onion prices make farmers cry tears of joy,Onion
2019-06-17,city.patna,Patnaites feel the pinch as potato and onion prices soar,Onion
2019-07-30,city.bhopal,Onion probe panel seeks 3 months extension in term,Onion
2019-08-13,city.nashik,Nashik: Demand boosts wholesale onion price at Lasalgaon,Onion
2019-08-15,city.nashik,Nashik: Average wholesale onion price reaches 10-month high,Onion
